,Brand,Model,Weight,Operating System,Display Size,Pixel Density,Display Touchscreen,Clock-speed,Capacity,RAM Type,SSD Capacity,Battery Type,Wi-Fi Version,Warranty,Price (Rs),Weight_Category,Resolution_X,Resolution_Y,GPU_Brand,GPU_Tier,CPU_Brand,CPU_Category,Total_Pixels,Screen_Category,PPI_Category
5796,Asus,G513RC-HN251WS,2.1,Windows 11,15.6,141,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,85499.0,Normal,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
5797,Dell,G15-5510 (D560475WIN9BE),2.4,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,77597.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i5-10Gen,2073600,Medium,Medium
5798,Asus,TP412UA-EC231T,1.5,Windows 10,14.0,157,Yes,1,8 GB,DDR4,512 GB,Li-Po,4.0,1,62990.0,Light,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
5799,Dell,3530 (OIN353034011RINS1M),1.62,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,53890.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5800,Acer,A715-79G (UN.34PSI.001),1.99,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,59990.0,Normal,1920,1080,NVIDIA,Mid,Intel,i5-13Gen,2073600,Medium,Medium
5801,Apple,M2 MC7W4HN/A,1.24,macOS,13.6,225,No,3,16 GB,DDR4,256 GB,Li-Po,6.0,1,79990.0,Ultra Light,2560,1664,Intel,Other,Apple,Apple M2,4259840,Small,High
5802,Dell,3530 (OIN353034071RINS1M),1.62,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,55490.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5803,Samsung,NP750XGJ-LG4IN,1.55,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,36990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5804,Asus,X1504ZA-NJ341WS,1.7,Windows 11,15.6,141,No,1,16 GB,DDR4,512 GB,Li-Ion,6.0,1,37990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5805,Asus,X1504ZA-NJ342WS,1.7,Windows 11,15.6,141,No,1,16 GB,DDR4,512 GB,Li-Ion,6.0,1,35950.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5806,Apple,M3 MC8K4HN/A,1.24,macOS,13.6,225,No,4,16 GB,DDR4,256 GB,Li-Po,6.0,1,98990.0,Ultra Light,2560,1664,Intel,Other,Apple,Apple M3,4259840,Small,High
5807,Dell,3520 (D560865WIN9B),1.65,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,1,46780.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5808,Apple,M3 MC8H4HN/A,1.24,macOS,13.6,225,No,4,16 GB,DDR4,256 GB,Li-Po,6.0,1,105990.0,Ultra Light,2560,1664,Intel,Other,Apple,Apple M3,4259840,Small,High
5809,Dell,3520 (D560871WIN9B),1.65,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,1,46990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5810,Acer,Z8-415 (UN.31VSI.006),1.6,Windows 11,14.0,157,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,29990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5811,Acer,A324-53 (UN.34RSI.002),1.45,Windows 11,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,33990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5812,Acer,A324-45 (UN.342SI.003),1.3,Windows 11,14.0,112,No,4,8 GB,DDR4,256 GB,Li-Ion,5.0,1,29999.0,Ultra Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
5813,Lenovo,14IRU8 (82X6004GIN),1.37,Windows 11,14.0,157,No,4,8 GB,DDR5,512 GB,Li-Ion,6.0,1,36990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5814,Apple,M3 MXCU3HN/A,1.24,macOS,13.6,225,No,4,16 GB,DDR4,512 GB,Li-Po,6.0,1,126490.0,Ultra Light,2560,1664,Intel,Other,Apple,Apple M3,4259840,Small,High
5815,Apple,M3 MC8J4HN/A,1.24,macOS,13.6,225,No,4,16 GB,DDR4,256 GB,Li-Po,6.0,1,104700.0,Ultra Light,2560,1664,Intel,Other,Apple,Apple M3,4259840,Small,High
5816,Acer,AL15-52 (UN.AA3SI.03N),1.59,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,29190.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5817,Lenovo,15ALC7 (82R4010DIN),1.61,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,38990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5818,Acer,AL15-41 (UN.31ZSI.01B),1.59,Windows 11,15.6,141,No,4,16 GB,DDR4,1 TB,Li-Ion,5.0,1,36990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5819,Apple,M3 MC8G4HN/A,1.24,macOS,13.6,225,No,4,16 GB,DDR4,256 GB,Li-Po,6.0,1,105990.0,Ultra Light,2560,1664,Intel,Other,Apple,Apple M3,4259840,Small,High
5820,Lenovo,14Q8X9 (83HL0035IN),1.46,Windows 11,14.0,162,No,3,16 GB,DDR5,1 TB,Li-Ion,7.0,1,64990.0,Light,1920,1200,Intel,Other,Qualcomm,Other,2304000,Medium,Medium
5821,Lenovo,14IAH8 (83EQ0073IN),1.37,Windows 11,14.0,157,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,49900.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5822,Dell,3520 (0IN352010031RINB1M),1.65,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,1,47990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5823,Lenovo,15IRH8 (83EM00GTIN),1.62,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Po,6.0,1,66265.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5824,Acer,A325-42 (UN.34QSI.001),1.79,Windows 11,15.8,139,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,36990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Large,Low
5825,Acer,A325-42 (UN.34QSI.002),1.79,Windows 11,15.8,139,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,38990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Large,Low
5826,Dell,3535 (IN3535HF8X1003ORB1),1.63,Windows 11,15.6,141,No,4,8 GB,DDR5,512 GB,Li-Ion,5.0,3,32990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5827,Lenovo,14IAH8 (83EQ0072IN),1.37,Windows 11,14.0,157,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,49990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5828,Acer,A325-42 (UN.34QSI.004),1.79,Windows 11,15.6,141,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,49990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5829,Lenovo,15IAU7 (82RK018RIN),1.63,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,1,34990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5830,Acer,A325-42 (UN.34QSI.006),1.79,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,24500.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5831,Acer,SFG14-41 (NX.KG3SI.008),1.25,Windows 11,14.0,157,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,52990.0,Ultra Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5832,Acer,A325-42 (UN.34QSI.003),1.79,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,46990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5833,Dell,3520 (VN3520VMN67002ORG1),1.69,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,33990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5834,Asus,FA566NCR-HN054WS,2.3,Windows 11,15.6,141,No,3,16 GB,DDR5,512 GB,Li-Ion,6.0,1,66990.0,Normal,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
5835,HP,15-fd0467TU (B61ZHPA),1.59,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,58990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5836,Lenovo,15IAH8 (83ER00H3IN),1.62,Windows 11,15.6,141,No,4,8 GB,DDR5,512 GB,Li-Ion,6.0,1,51590.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5837,Lenovo,Gen 6 (21KKA0G1IN),1.7,Windows 11,16.0,142,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,52990.0,Light,1920,1200,AMD,Integrated,AMD,Other,2304000,Large,Medium
5838,Asus,X1500EA-EJ121WS,1.8,Windows 11,15.0,147,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,26990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5839,HP,15-eh3036AU,1.75,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,41990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5840,Acer,AL15-52 (UN.431SI.361),1.59,Windows 11,15.6,141,No,4,16 GB,DDR4,1 TB,Li-Po,5.0,1,48999.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5842,Lenovo,15ARP9 (83JC00EGIN),2.38,Windows 11,15.6,141,No,4,24 GB,DDR5,512 GB,Li-Ion,6.0,1,81990.0,Heavy,1920,1080,NVIDIA,High,AMD,Other,2073600,Medium,Medium
5843,Dell,3535 (IN3535YM9GN001ORB1),1.67,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,41000.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5844,HP,240 G7 (1S5F1PA),1.52,DOS,14.0,112,No,1,4 GB,DDR4,512 GB,Li-Ion,5.0,1,39643.0,Light,1366,768,Intel,Integrated,Intel,i3-1Gen,1049088,Medium,Low
5845,Lenovo,15ARP9 Gen 9 (83JC00EHIN),2.38,Windows 11,15.6,141,No,4,24 GB,DDR5,512 GB,Li-Ion,6.0,1,91690.0,Heavy,1920,1080,NVIDIA,High,AMD,Other,2073600,Medium,Medium
5846,Lenovo,14IRL8 (82YL00AYIN),1.49,Windows 11,14.0,162,Yes,3,16 GB,DDR5,512 GB,Li-Ion,6.0,1,86190.0,Light,1920,1200,Intel,Integrated,Intel,i5-1Gen,2304000,Medium,Medium
5847,HP,(B10MTAT),1.74,DOS,15.6,100,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,31990.0,Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
5848,Lenovo,320-15ISK (80XH01GKIN),2.2,DOS,15.6,100,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,29990.0,Normal,1366,768,Intel,Integrated,Intel,i3-6Gen,1049088,Medium,Low
5849,Asus,FA577RM-HF031WS,2.2,Windows 11,15.6,141,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,96990.0,Normal,1920,1080,NVIDIA,Other,AMD,Other,2073600,Medium,Medium
5850,Asus,X540YA-XO106D,2.0,DOS,15.6,100,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,21990.0,Normal,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
5852,Lenovo,14IRH8 (83EL003PIN),1.37,Windows 11,14.0,157,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,58470.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5853,Asus,K5504VAB-BN417WS,1.7,Windows 11,15.6,141,No,5,16 GB,DDR5,512 GB,Li-Ion,6.0,1,83990.0,Light,1920,1080,Intel,Integrated,Intel,i9-13Gen,2073600,Medium,Medium
5854,HP,15-fd0316TU (A4KF0PA),1.6,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Po,6.0,1,56990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5855,Infinix,XL434 (71008302165),1.0,Windows 11,14.0,243,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,49990.0,Ultra Light,2880,1800,Intel,Integrated,Intel,Other,5184000,Medium,High
5856,HP,x360 14-dw0071tu (1A5D8PA),1.61,Windows 10,14.0,157,Yes,1,16 GB,DDR4,1 TB,Li-Ion,6.0,1,109127.0,Light,1920,1080,Intel,Integrated,Intel,i7-1Gen,2073600,Medium,Medium
5857,HP,15-bs545tu (2EY87PA),2.1,DOS,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,23490.0,Normal,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
5858,Lenovo,14IRH8 (83E00004IN),1.35,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Po,6.0,1,76190.0,Light,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
5859,Dell,15 3501 (D560385WIN9S),1.83,Windows 10,15.6,141,No,4,8 GB,DDR4,256 GB,Li-Ion,5.0,1,63590.0,Normal,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-1Gen,2073600,Medium,Medium
5860,Asus,TP3407SA-QL024WS,1.57,Windows 11,14.0,162,Yes,4,16 GB,DDR5,512 GB,Li-Ion,7.0,1,96780.0,Light,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Medium,Medium
5862,Apple,M1 MGND3HN/A,1.29,macOS,13.3,227,No,3,8 GB,DDR4,256 GB,Li-Po,6.0,1,90240.0,Ultra Light,2560,1600,Apple,Integrated,Apple,Apple M1,4096000,Small,High
5863,Asus,X1504ZA-NJ549WS,1.7,Windows 11,15.6,141,No,1,16 GB,DDR4,512 GB,Li-Ion,6.0,1,46480.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5864,Asus,KM413UA-EB703TS,1.4,Windows 10,14.0,157,No,1,8 GB,DDR4,512 GB,Li-Ion,6.0,1,57990.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 7-5Gen,2073600,Medium,Medium
5865,Lenovo,Aura Edition 15ILL9 (83HM004NIN),1.53,Windows 11,15.3,222,Yes,4,32 GB,DDR5,1 TB,Li-Ion,7.0,1,147990.0,Light,2880,1800,Intel,Integrated,Intel,Ultra 7,5184000,Medium,High
5866,Gigabyte,G5 MF5-52IN353SH,2.08,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,2,74989.0,Normal,1920,1080,NVIDIA,High,Intel,Other,2073600,Medium,Medium
5867,Infinix,XL434 (71008302159),1.0,Windows 11,14.0,243,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,69990.0,Ultra Light,2880,1800,Intel,Integrated,Intel,Other,5184000,Medium,High
5868,Apple,M1 MGNA3HN/A,1.29,macOS,13.3,227,No,3,8 GB,DDR4,512 GB,Li-Po,6.0,1,105890.0,Ultra Light,2560,1600,Intel,Other,Apple,Apple M1,4096000,Small,High
5869,HP,15-BE012TU (1AC75PA),2.19,DOS,15.6,100,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,31041.0,Normal,1366,768,Intel,Integrated,Intel,i3-6Gen,1049088,Medium,Low
5870,HP,15-BE014TU (1AC77PA),2.19,Windows 10,15.6,100,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,36163.0,Normal,1366,768,Intel,Integrated,Intel,i3-6Gen,1049088,Medium,Low
5871,realme,Book Slim,1.38,Windows 10,14.0,185,No,3,8 GB,DDR4,256 GB,Li-Po,4.0,1,28999.0,Light,2160,1440,Intel,Integrated,Intel,i3-1Gen,3110400,Medium,High
5872,Apple,M1 MGN93HN/A,1.29,macOS,13.3,227,No,3,8 GB,DDR4,256 GB,Li-Po,6.0,1,94905.0,Ultra Light,2560,1600,Intel,Other,Apple,Apple M1,4096000,Small,High
5873,Apple,M1 MGN63HN/A,1.29,macOS,13.3,227,No,3,8 GB,DDR4,256 GB,Li-Po,6.0,1,82340.0,Ultra Light,2560,1600,Intel,Other,Apple,Apple M1,4096000,Small,High
5874,Asus,S430FA-EB006T,1.4,Windows 10,14.0,157,No,1,8 GB,DDR4,256 GB,Li-Ion,5.0,1,47999.0,Light,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
5875,HP,15-ec2004AX (3E3R5PA),1.98,Windows 10,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,1,51990.0,Normal,1920,1080,NVIDIA,Entry Gaming,AMD,Other,2073600,Medium,Medium
5876,Acer,A715-75G-50TA (NH.Q97SI.001),2.15,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,6.0,1,47900.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-10Gen,2073600,Medium,Medium
5877,Dell,15 5567 (A563509UIN9),2.3,Linux,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,26990.0,Normal,1920,1080,Intel,Integrated,Intel,i3-6Gen,2073600,Medium,Medium
5878,Lenovo,320E (80XL03FUIN),2.2,DOS,15.6,100,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,36999.0,Normal,1366,768,NVIDIA,Basic Dedicated,Intel,i5-7Gen,1049088,Medium,Low
5879,HP,14s-dy2507TU (6N024PA),1.41,Windows 11,14.0,157,No,4,8 GB,DDR4,256 GB,Li-Ion,5.0,1,33990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5881,HP,15-ec0101AX (167W1PA),2.04,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,44990.0,Normal,1920,1080,NVIDIA,Entry Gaming,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
5882,Lenovo,320-15IKB (80XL0006US),2.19,Windows 10,15.6,100,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,45990.0,Normal,1366,768,Intel,Integrated,Intel,i5-7Gen,1049088,Medium,Low
5883,Asus,X515JA-EJ392WS,1.8,Windows 11,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,35990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5884,HP,15q-dy0007au (6AL29PA),1.77,Windows 10,15.6,100,No,3,4 GB,DDR4,512 GB,Li-Ion,5.0,1,26890.0,Light,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
5885,Asus,X515JA-BQ322WS,1.8,Windows 11,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,24990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5886,HP,14s-dy2508TU (6X360PA),1.41,Windows 11,14.0,157,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,40840.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5887,HP,14q-cy0006au (7QG88PA),1.47,Windows 10,14.0,112,No,3,4 GB,DDR4,256 GB,Li-Ion,4.0,1,21999.0,Light,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
5888,HP,15s-FR2511TU (6N049PA),1.7,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,36790.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5889,HP,14q-cs0009TU (5DZ92PA),1.47,DOS,14.0,112,No,2,4 GB,DDR4,512 GB,Li-Ion,4.0,1,27290.0,Light,1366,768,Intel,Integrated,Intel,i3-7Gen,1049088,Medium,Low
5890,Asus,VivoBook 15 X515EA-EJ322WS,1.8,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,32990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5891,HP,15s-gr0012AU (35K35PA),1.82,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,38650.0,Normal,1920,1080,AMD,Integrated,AMD,Ryzen 3-3Gen,2073600,Medium,Medium
5892,realme,Book Slim,1.38,Windows 10,14.0,185,No,2,8 GB,DDR4,512 GB,Li-Po,4.0,1,37999.0,Light,2160,1440,Intel,Integrated,Intel,i5-1Gen,3110400,Medium,High
5893,HP,14q-cs0005tu (4WQ17PA),1.47,Windows 10,14.0,112,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,34456.0,Light,1366,768,Intel,Integrated,Intel,i3-7Gen,1049088,Medium,Low
5894,Asus,X543MA-GQ1015T,1.9,Windows 10,15.6,100,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,21490.0,Normal,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
5895,Apple,M2 MLXY3HN/A,1.24,macOS,13.6,225,No,3,8 GB,DDR4,256 GB,Li-Po,6.0,1,69990.0,Ultra Light,2560,1664,Apple,Integrated,Apple,Apple M2,4259840,Small,High
5896,Asus,X1400EA-EK543WS,1.6,Windows 11,14.0,157,No,2,16 GB,DDR4,512 GB,Li-Ion,5.0,1,43990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5897,Asus,X412DA-EK504T,1.5,Windows 10,14.0,157,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,42990.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
5898,Asus,X412DA-EK501T,1.5,Windows 10,14.0,157,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,42990.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
5899,HP,15q-bu006tu (2LS59PA),2.1,DOS,15.6,100,No,2,8 GB,DDR4,512 GB,Li-Ion,4.0,1,33996.0,Normal,1366,768,Intel,Integrated,Intel,i3-6Gen,1049088,Medium,Low
5900,HP,15q-bu007tu (2SL05PA),2.1,DOS,15.6,100,No,2,4 GB,DDR4,512 GB,Li-Ion,4.0,1,30000.0,Normal,1366,768,Intel,Integrated,Intel,i3-6Gen,1049088,Medium,Low
5901,Asus,X515EA-EJ522WS,1.8,Windows 11,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,38999.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5902,Asus,G531GT-BQ024T,2.4,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,64990.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i5-9Gen,2073600,Medium,Medium
5903,Asus,FX506LHB-HN358W,2.3,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,56040.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-10Gen,2073600,Medium,Medium
5904,HP,15s-eq2144AU (50M63PA),1.69,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,36923.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-5Gen,2073600,Medium,Medium
5905,Acer,A715-42G (UN.QAYSI.006),2.15,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,51990.0,Normal,1920,1080,NVIDIA,Entry Gaming,AMD,Other,2073600,Medium,Medium
5906,HP,14s-fq1092AU (50M60PA),1.46,Windows 11,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,48449.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-5Gen,2073600,Medium,Medium
5907,Acer,A715-42G (NH.QAYSI.001),2.15,Windows 10,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,43890.0,Normal,1920,1080,NVIDIA,Entry Gaming,AMD,Ryzen 5-5Gen,2073600,Medium,Medium
5908,HP,15s-eq2143au (50M62PA),1.69,Windows 11,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,29780.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5909,Asus,X515JA-EJ562TS,1.8,Windows 10,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,49400.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5910,Lenovo,3 15ITL05 (81X800N2IN),1.7,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,2,34990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5911,HP,15-bg002AU (Z1D89PA),2.19,Windows 10,15.6,100,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,27225.0,Normal,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
5912,HP,14s-cf3074TU (1V4R6PA),1.43,Windows 10,14.0,112,No,1,8 GB,DDR4,256 GB,Li-Ion,5.0,1,32999.0,Light,1366,768,Intel,Integrated,Intel,i3-1Gen,1049088,Medium,Low
5913,HP,15-BG004AU (1DF03PA),2.19,Windows 10,15.6,100,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,24999.0,Normal,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
5914,Asus,X515JA-EJ592WS,1.8,Windows 11,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,39999.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5915,Acer,A715-42G (NH.QAYSI.004),2.15,Windows 11,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,49990.0,Normal,1920,1080,NVIDIA,Entry Gaming,AMD,Other,2073600,Medium,Medium
5916,Asus,X412FA-EK363T,1.5,Windows 10,14.0,157,No,2,4 GB,DDR4,256 GB,Li-Po,5.0,1,35990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5917,Asus,X515JA-EJ562WS,1.8,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,1,48188.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5918,Lenovo,15ITL6 (82H802L3IN),1.7,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,5.0,1,32990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5919,Asus,FX506LHB-HN355WS,2.3,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,46490.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-10Gen,2073600,Medium,Medium
